"id_transaksi","id_stasiun","tanggal","durasi_menit","energi_kwh","status","pendapatan"
"TRX01278","ST010",2026-03-31,53,48.63,"Gagal",0
"TRX01279","ST001",2026-06-01,46,36.48,"Selesai",91200
"TRX01280","ST001",2026-04-23,69,49.07,"Selesai",122675
"TRX01281","ST009",2026-03-23,55,14.33,"Selesai",35825
"TRX01282","ST001",2026-05-07,33,54.97,"Selesai",137425
"TRX01283","ST001",2026-03-25,31,29.16,"Selesai",72900
"TRX01284","ST003",2026-04-13,63,37.44,"Selesai",93600
"TRX01285","ST004",2026-02-04,51,10.69,"Selesai",26725
"TRX01286","ST007",2026-05-20,38,45.88,"Gagal",0
"TRX01287","ST010",2026-04-12,35,56.38,"Selesai",140950
"TRX01288","ST007",2026-01-27,18,25.17,"Gagal",0
"TRX01289","ST004",2026-06-23,52,39.51,"Selesai",98775
"TRX01290","ST002",2026-04-21,51,29.96,"Selesai",74900
"TRX01291","ST004",2026-06-22,68,36.9,"Selesai",92250
"TRX01292","ST001",2026-06-16,72,43.72,"Selesai",109300
"TRX01293","ST004",2026-01-20,27,6.16,"Selesai",15400
"TRX01294","ST010",2026-06-05,41,25.23,"Gagal",0
"TRX01295","ST009",2026-05-15,32,11.19,"Selesai",27975
"TRX01296","ST004",2026-03-23,47,24.47,"Gagal",0
"TRX01297","ST002",2026-06-07,65,33.38,"Selesai",83450
"TRX01298","ST001",2026-02-12,43,38.41,"Selesai",96025
"TRX01299","ST007",2026-02-01,51,23.3,"Selesai",58250
"TRX01300","ST001",2026-06-29,88,56.57,"Gagal",0
"TRX01301","ST009",2026-01-10,35,47.74,"Gagal",0
"TRX01302","ST005",2026-01-16,44,9.51,"Selesai",23775
"TRX01303","ST006",2026-06-24,27,51.79,"Selesai",129475
"TRX01304","ST004",2026-04-29,22,22.52,"Selesai",56300
"TRX01305","ST004",2026-05-12,29,12.3,"Selesai",30750
"TRX01306","ST008",2026-06-21,69,40.67,"Selesai",101675
"TRX01307","ST010",2026-06-14,31,28.23,"Selesai",70575
"TRX01308","ST008",2026-06-22,64,39.39,"Selesai",98475
"TRX01309","ST008",2026-06-09,54,58.2,"Selesai",145500
"TRX01310","ST006",2026-04-11,50,9.32,"Gagal",0
"TRX01311","ST004",2026-05-28,45,46.39,"Gagal",0
"TRX01312","ST010",2026-01-20,46,17.64,"Selesai",44100
"TRX01313","ST001",2026-04-20,55,51.03,"Selesai",127575
"TRX01314","ST001",2026-01-01,51,12.2,"Gagal",0
"TRX01315","ST001",2026-04-16,26,16.47,"Selesai",41175
"TRX01316","ST001",2026-01-11,46,31.5,"Selesai",78750
"TRX01317","ST004",2026-02-27,58,51.19,"Selesai",127975
"TRX01318","ST002",2026-01-29,46,54.8,"Selesai",137000
"TRX01319","ST010",2026-02-26,49,7.6,"Selesai",19000
"TRX01320","ST002",2026-03-04,40,32.47,"Selesai",81175
"TRX01321","ST001",2026-03-31,68,25.9,"Selesai",64750
"TRX01322","ST006",2026-06-14,17,27.88,"Selesai",69700
"TRX01323","ST008",2026-06-07,35,20.07,"Selesai",50175
"TRX01324","ST008",2026-02-16,67,59.33,"Selesai",148325
"TRX01325","ST002",2026-03-21,31,55.86,"Selesai",139650
"TRX01326","ST010",2026-03-14,58,19.97,"Selesai",49925
"TRX01327","ST010",2026-04-10,73,25.05,"Gagal",0
"TRX01328","ST009",2026-02-04,33,34.99,"Selesai",87475
"TRX01329","ST005",2026-03-29,49,24.27,"Gagal",0
"TRX01330","ST006",2026-06-10,68,25.29,"Selesai",63225
"TRX01331","ST007",2026-03-09,47,17.87,"Selesai",44675
"TRX01332","ST003",2026-05-29,57,15.02,"Gagal",0
"TRX01333","ST008",2026-04-17,12,34.69,"Gagal",0
"TRX01334","ST008",2026-02-20,78,45.02,"Selesai",112550
"TRX01335","ST002",2026-06-13,18,43.23,"Selesai",108075
"TRX01336","ST007",2026-01-18,40,21.53,"Selesai",53825
"TRX01337","ST004",2026-02-24,27,8.24,"Gagal",0
"TRX01338","ST003",2026-05-01,55,49.14,"Selesai",122850
"TRX01339","ST002",2026-06-22,63,29.83,"Selesai",74575
"TRX01340","ST002",2026-05-06,72,23.79,"Selesai",59475
"TRX01341","ST010",2026-02-05,29,56.46,"Selesai",141150
"TRX01342","ST003",2026-03-23,74,29.4,"Selesai",73500
"TRX01343","ST007",2026-03-22,50,23.06,"Gagal",0
"TRX01344","ST002",2026-03-28,35,16.43,"Selesai",41075
"TRX01345","ST006",2026-02-22,58,15.56,"Gagal",0
"TRX01346","ST008",2026-02-13,62,25.48,"Selesai",63700
"TRX01347","ST004",2026-06-24,25,44.94,"Selesai",112350
"TRX01348","ST001",2026-03-23,25,40.6,"Gagal",0
"TRX01349","ST010",2026-03-08,47,44.99,"Selesai",112475
"TRX01350","ST002",2026-06-18,52,6.27,"Gagal",0
"TRX01351","ST003",2026-03-25,40,9.27,"Gagal",0
"TRX01352","ST007",2026-02-21,35,13.73,"Gagal",0
"TRX01353","ST004",2026-02-27,63,57.68,"Selesai",144200
"TRX01354","ST001",2026-03-18,70,38.64,"Selesai",96600
"TRX01355","ST010",2026-01-01,43,36.68,"Selesai",91700
"TRX01356","ST004",2026-06-09,61,12.45,"Selesai",31125
"TRX01357","ST004",2026-03-31,37,57.63,"Selesai",144075
"TRX01358","ST006",2026-02-08,39,51.05,"Selesai",127625
"TRX01359","ST002",2026-06-13,56,12.84,"Selesai",32100
"TRX01360","ST003",2026-01-19,48,13.51,"Gagal",0
"TRX01361","ST002",2026-06-04,46,35.05,"Selesai",87625
"TRX01362","ST009",2026-05-30,27,15.66,"Selesai",39150
"TRX01363","ST004",2026-04-18,47,27.64,"Selesai",69100
"TRX01364","ST006",2026-04-05,34,27.56,"Selesai",68900
"TRX01365","ST008",2026-06-18,33,58.57,"Selesai",146425
"TRX01366","ST006",2026-04-19,69,26.6,"Selesai",66500
"TRX01367","ST001",2026-06-23,27,17.02,"Selesai",42550
"TRX01368","ST004",2026-06-05,37,26.99,"Selesai",67475
"TRX01369","ST008",2026-06-22,14,48.2,"Gagal",0
"TRX01370","ST003",2026-03-19,31,41.37,"Gagal",0
"TRX01371","ST001",2026-04-13,35,12.41,"Selesai",31025
"TRX01372","ST007",2026-06-08,59,44.41,"Selesai",111025
"TRX01373","ST001",2026-04-13,38,39.15,"Selesai",97875
"TRX01374","ST006",2026-01-07,63,6.9,"Gagal",0
"TRX01375","ST006",2026-03-17,72,53.54,"Gagal",0
"TRX01376","ST003",2026-01-22,40,50.64,"Gagal",0
"TRX01377","ST001",2026-03-07,45,59.06,"Selesai",147650
"TRX01378","ST004",2026-06-14,38,55.08,"Selesai",137700
"TRX01379","ST001",2026-01-11,61,17.2,"Gagal",0
"TRX01380","ST005",2026-02-14,42,17.39,"Selesai",43475
"TRX01381","ST003",2026-01-04,29,26.75,"Selesai",66875
"TRX01382","ST008",2026-01-29,43,6.63,"Gagal",0
"TRX01383","ST004",2026-04-18,51,47.1,"Selesai",117750
"TRX01384","ST003",2026-03-27,21,7.78,"Selesai",19450
"TRX01385","ST010",2026-03-22,53,5.91,"Gagal",0
"TRX01386","ST001",2026-04-16,60,6.53,"Gagal",0
"TRX01387","ST003",2026-01-16,39,8.93,"Selesai",22325
"TRX01388","ST002",2026-02-09,42,39.17,"Selesai",97925
"TRX01389","ST004",2026-01-12,26,34.93,"Selesai",87325
"TRX01390","ST006",2026-01-06,36,45.54,"Gagal",0
"TRX01391","ST001",2026-01-06,61,18.3,"Gagal",0
"TRX01392","ST008",2026-05-26,45,56.14,"Selesai",140350
"TRX01393","ST003",2026-02-02,43,47.84,"Gagal",0
"TRX01394","ST002",2026-01-13,21,39.48,"Selesai",98700
"TRX01395","ST004",2026-03-13,57,49.19,"Selesai",122975
"TRX01396","ST002",2026-04-07,45,50.22,"Selesai",125550
"TRX01397","ST001",2026-01-26,43,59.97,"Selesai",149925
"TRX01398","ST004",2026-03-22,31,20.88,"Selesai",52200
"TRX01399","ST002",2026-05-09,22,14.37,"Selesai",35925
"TRX01400","ST006",2026-06-09,15,13.82,"Selesai",34550
"TRX01401","ST007",2026-04-07,40,14.1,"Gagal",0
"TRX01402","ST004",2026-06-29,28,38.3,"Selesai",95750
"TRX01403","ST007",2026-02-13,45,22.89,"Selesai",57225
"TRX01404","ST001",2026-03-08,40,39.76,"Gagal",0
"TRX01405","ST003",2026-05-22,57,23.36,"Selesai",58400
"TRX01406","ST003",2026-05-13,44,6.05,"Selesai",15125
"TRX01407","ST001",2026-02-03,52,50.94,"Gagal",0
"TRX01408","ST007",2026-05-26,13,50.42,"Selesai",126050
"TRX01409","ST003",2026-04-19,49,11.61,"Selesai",29025
"TRX01410","ST006",2026-01-11,52,19.85,"Selesai",49625
"TRX01411","ST003",2026-01-11,52,27.52,"Gagal",0
"TRX01412","ST001",2026-03-14,46,30.05,"Selesai",75125
"TRX01413","ST004",2026-03-09,18,42.52,"Selesai",106300
"TRX01414","ST001",2026-02-26,42,13.54,"Selesai",33850
"TRX01415","ST004",2026-03-31,10,52.74,"Selesai",131850
"TRX01416","ST006",2026-02-03,35,45.58,"Selesai",113950
"TRX01417","ST010",2026-03-29,47,21.39,"Selesai",53475
"TRX01418","ST004",2026-01-11,57,24.55,"Selesai",61375
"TRX01419","ST006",2026-02-01,50,23.9,"Selesai",59750
"TRX01420","ST009",2026-03-02,35,9.27,"Selesai",23175
"TRX01421","ST006",2026-05-25,50,53.81,"Selesai",134525
"TRX01422","ST006",2026-03-26,63,38.76,"Selesai",96900
"TRX01423","ST005",2026-03-13,35,12.45,"Gagal",0
"TRX01424","ST009",2026-04-21,42,7.73,"Gagal",0
"TRX01425","ST006",2026-01-04,48,6.49,"Selesai",16225
"TRX01426","ST005",2026-06-28,38,28.35,"Selesai",70875
"TRX01427","ST001",2026-03-22,40,39.65,"Selesai",99125
"TRX01428","ST003",2026-01-07,60,32.93,"Gagal",0
"TRX01429","ST009",2026-03-02,62,10.27,"Gagal",0
"TRX01430","ST008",2026-03-20,38,59.81,"Selesai",149525
"TRX01431","ST001",2026-06-14,63,26.36,"Selesai",65900
"TRX01432","ST008",2026-05-11,23,43.24,"Selesai",108100
"TRX01433","ST008",2026-04-27,28,13.59,"Gagal",0
"TRX01434","ST009",2026-04-27,46,10.58,"Selesai",26450
"TRX01435","ST001",2026-02-27,42,27.18,"Selesai",67950
"TRX01436","ST007",2026-03-30,47,40.57,"Selesai",101425
"TRX01437","ST003",2026-03-04,39,16.86,"Selesai",42150
"TRX01438","ST005",2026-04-03,22,30.34,"Selesai",75850
"TRX01439","ST004",2026-04-26,51,53.23,"Selesai",133075
"TRX01440","ST001",2026-06-02,41,37.3,"Selesai",93250
"TRX01441","ST007",2026-03-20,63,21.09,"Selesai",52725
"TRX01442","ST003",2026-06-04,66,7.92,"Gagal",0
"TRX01443","ST008",2026-05-29,41,58.41,"Selesai",146025
"TRX01444","ST002",2026-02-28,65,57.45,"Gagal",0
"TRX01445","ST001",2026-01-25,67,54.74,"Selesai",136850
"TRX01446","ST007",2026-02-12,16,44.14,"Selesai",110350
"TRX01447","ST007",2026-02-12,57,15.98,"Selesai",39950
"TRX01448","ST008",2026-02-19,22,24.43,"Selesai",61075
"TRX01449","ST007",2026-05-15,50,5.39,"Selesai",13475
"TRX01450","ST008",2026-02-14,38,6.17,"Gagal",0
"TRX01451","ST008",2026-02-26,42,14.74,"Selesai",36850
"TRX01452","ST002",2026-06-13,58,41.01,"Gagal",0
"TRX01453","ST010",2026-03-11,43,37.32,"Gagal",0
"TRX01454","ST006",2026-04-22,22,9.47,"Selesai",23675
"TRX01455","ST003",2026-04-11,64,40.79,"Gagal",0
"TRX01456","ST005",2026-03-29,26,11.52,"Selesai",28800
"TRX01457","ST003",2026-01-09,67,49.84,"Selesai",124600
"TRX01458","ST004",2026-01-12,55,43.84,"Selesai",109600
"TRX01459","ST003",2026-03-22,50,27.21,"Gagal",0
"TRX01460","ST003",2026-04-16,10,47.28,"Gagal",0
"TRX01461","ST002",2026-02-04,20,50.66,"Selesai",126650
"TRX01462","ST007",2026-03-11,18,24.39,"Selesai",60975
"TRX01463","ST006",2026-05-04,15,26,"Gagal",0
"TRX01464","ST004",2026-01-03,20,7.76,"Gagal",0
"TRX01465","ST007",2026-06-25,50,41.28,"Selesai",103200
"TRX01466","ST007",2026-02-01,44,5.51,"Selesai",13775
"TRX01467","ST003",2026-02-16,32,35.72,"Selesai",89300
"TRX01468","ST003",2026-02-01,61,9.44,"Selesai",23600
"TRX01469","ST001",2026-01-12,33,53.29,"Selesai",133225
"TRX01470","ST001",2026-03-22,39,18.36,"Gagal",0
"TRX01471","ST009",2026-02-03,37,31.68,"Selesai",79200
"TRX01472","ST003",2026-05-03,23,14.08,"Selesai",35200
"TRX01473","ST006",2026-02-11,75,16.4,"Selesai",41000
"TRX01474","ST009",2026-02-27,70,39.43,"Selesai",98575
"TRX01475","ST003",2026-02-01,19,59.9,"Selesai",149750
"TRX01476","ST006",2026-03-08,40,16.35,"Selesai",40875
"TRX01477","ST009",2026-04-05,16,10.79,"Selesai",26975
"TRX01478","ST001",2026-04-18,51,42.5,"Selesai",106250
"TRX01479","ST002",2026-06-02,47,37.23,"Selesai",93075
"TRX01480","ST009",2026-02-12,37,53.62,"Selesai",134050
"TRX01481","ST003",2026-01-05,18,16.06,"Selesai",40150
"TRX01482","ST005",2026-05-05,34,23.04,"Selesai",57600
"TRX01483","ST005",2026-04-26,63,43.48,"Gagal",0
"TRX01484","ST002",2026-05-11,17,9.84,"Selesai",24600
"TRX01485","ST004",2026-05-26,29,48.44,"Selesai",121100
"TRX01486","ST002",2026-05-13,46,11.49,"Selesai",28725
"TRX01487","ST004",2026-04-20,62,52.03,"Selesai",130075
"TRX01488","ST005",2026-04-09,35,47.71,"Gagal",0
"TRX01489","ST004",2026-05-22,10,6.47,"Selesai",16175
"TRX01490","ST002",2026-05-05,84,8.28,"Selesai",20700
"TRX01491","ST010",2026-03-24,29,52.03,"Gagal",0
"TRX01492","ST003",2026-02-02,67,57,"Selesai",142500
"TRX01493","ST001",2026-01-28,30,59.28,"Selesai",148200
"TRX01494","ST006",2026-06-16,48,38.55,"Selesai",96375
"TRX01495","ST006",2026-03-25,34,26.41,"Selesai",66025
"TRX01496","ST007",2026-06-11,44,50.71,"Selesai",126775
"TRX01497","ST007",2026-03-03,42,12.11,"Selesai",30275
"TRX01498","ST010",2026-03-26,23,17.67,"Selesai",44175
"TRX01499","ST001",2026-01-05,43,10.77,"Selesai",26925
"TRX01500","ST003",2026-05-30,44,19.34,"Gagal",0
